key,id,baseline,domain,subdomain,area,text
"CRB:4.5.3.10","4.5.3.10","CRB","Governance, Risk, and Compliance","Workforce Management","Talent Management","Regulated Entities shall foster a culture of continuous learning and innovation by providing access to learning platforms, industry conferences, and knowledge-sharing forums to ensure cybersecurity staff remain up-to-date on the evolution of the field of cyber security, cyber resilience, threat landscape, technologies, etc."
"CRB:5.1.1.1","5.1.1.1","CRB","Technology and Operations","Security Architecture Design","Formalization and Governance","Security architecture design shall be defined, approved by relevant stakeholders (such as IT, Information Security, Risk Management, and relevant Business Units) and implemented."
"CRB:5.1.1.2","5.1.1.2","CRB","Technology and Operations","Security Architecture Design","Formalization and Governance","Reviews of the security architecture design shall be performed at least annually, and whenever changes to the environment or business requirements arise considering inputs from IT and information security functions, threat intelligence, incident lessons, and vulnerability assessments."
"CRB:5.1.2.1","5.1.2.1","CRB","Technology and Operations","Security Architecture Design","Security Architecture Core Principles","The security architecture shall protect the confidentiality, integrity and availability of Regulated Entities information and be designed to: a) avoid disruption to service and maintain operational continuity; b) minimize attack surface to reduce exposure to potential threats; c) implement zero-trust principles, to limit implicit trust between systems and users; and d) reduce the impact of cybersecurity incidents on the Entity, by enabling effective detection of the adversaries, timely identification of threats, and proactive incident response mechanisms."
"CRB:5.1.3.1","5.1.3.1","CRB","Technology and Operations","Security Architecture Design","Security-by-Design Considerations","The security architecture across all environments (e.g., on-premises, cloud, hybrid environments, etc.) shall be based on ‘zero-trust’ and 'secure-by-design' principles, and consider: a) assuming no implicit trust and verifying all actions based on the identity, context, and identified / associated risk; b) applying continuous verification of user identity and access, through evaluating user behavior, access patterns and other associated attributes across a variety of environments, e.g., federated cloud environments, on-premises networks, etc.; c) micro-segregation of networks (e.g., trusted, untrusted, wired, wireless, production, test, payment systems, general IT systems, web, app, DB, administration etc.,) based on criticality, access and integration requirements; d) protection of sensitive data at rest, in use and in transit from unauthorized disclosure, alteration, malicious attacks; e) principles of multi-layer defense in depth security, least privilege and segregation of duties to ensure users only have access to needed resources; f) logging, monitoring, and reporting requirements to establish continuous verification; g) limiting internet access from users, systems and devices unless there is a valid business justification / need; h) business continuity and disaster recovery arrangements; and i) specific security considerations which are relevant and important to meet business objectives."
"CRB:5.2.1.1","5.2.1.1","CRB","Technology and Operations","Asset Management","Asset Management Governance","Asset management and classification process shall be defined, approved, implemented, monitored, periodically reviewed and updated -at least annually- to secure assets throughout their lifecycle."
"CRB:5.2.1.2","5.2.1.2","CRB","Technology and Operations","Asset Management","Asset Management Governance","Reviews shall also be triggered whenever there are changes in the business, technology landscape, regulations, or asset inventory."
"CRB:5.2.1.3","5.2.1.3","CRB","Technology and Operations","Asset Management","Asset Management Governance","The process shall define the roles of Asset Owner, Custodian, and intended users. It shall include controls for identification, protection, and monitoring of information assets."
"CRB:5.2.1.4","5.2.1.4","CRB","Technology and Operations","Asset Management","Asset Management Governance","All assets shall have a designated Business Owner (Asset/Information Owner) responsible for creating and maintaining the inventory."
"CRB:5.2.1.5","5.2.1.5","CRB","Technology and Operations","Asset Management","Asset Management Governance","Each IT asset shall have a designated System Owner, acting as the Data Custodian, responsible for maintaining and supporting the assets under their responsibility."
"CRB:5.2.2.1","5.2.2.1","CRB","Technology and Operations","Asset Management","Assets Identification","All information and IT assets shall be identified, documented, and maintained in a comprehensive asset inventory list that includes a complete record of all assets, including those owned or leased, located at third-party sites, or operating on the Entity’s premises."
"CRB:5.2.2.2","5.2.2.2","CRB","Technology and Operations","Asset Management","Assets Identification","The asset inventory list shall contain, at a minimum, the asset name, description, owner, custodian, classification, and End-of-life/end-of-support information."
"CRB:5.2.2.3","5.2.2.3","CRB","Technology and Operations","Asset Management","Assets Identification","Endpoints (e.g., PCs, laptops) shall be included in the asset inventory list, but their classification and criticality shall be determined and managed dynamically based on the user activities and data they handle."
"CRB:5.2.2.4","5.2.2.4","CRB","Technology and Operations","Asset Management","Assets Identification","The inventory shall track key lifecycle events, such as acquisition, movement, modification, and decommissioning to maintain inventory accuracy."
"CRB:5.2.2.5","5.2.2.5","CRB","Technology and Operations","Asset Management","Assets Identification","The asset inventory list shall be reviewed and updated at least quarterly, or as needed following a business, technological, or regulatory change, to ensure accuracy and reflect any change in a timely manner."
"CRB:5.2.2.6","5.2.2.6","CRB","Technology and Operations","Asset Management","Assets Identification","Regulated Entities shall identify business functions, supporting information assets, and processes and conduct risk assessment to understand their value and importance to organization."
